745, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2015-4-3,15:00:00,43330,43440,43170,43270,454238
2015-4-7,15:00:00,43300,43540,43300,43470,216798
2015-4-8,15:00:00,43510,43790,43350,43450,461036
2015-4-9,15:00:00,43390,43530,43060,43300,421534
2015-4-10,15:00:00,43320,43540,43140,43500,426998
2015-4-13,15:00:00,43460,43960,43420,43650,524350
2015-4-14,15:00:00,43620,43670,42570,42840,661286
2015-4-15,15:00:00,42770,43140,42560,42970,556156
2015-4-16,15:00:00,42810,43460,42710,43310,497234
2015-4-17,15:00:00,43690,43880,43550,43650,551452
2015-4-20,15:00:00,43530,44010,43470,43810,494236
2015-4-21,15:00:00,43350,43430,43130,43300,522470
2015-4-22,15:00:00,43130,43350,43010,43240,421158
2015-4-23,15:00:00,43150,43310,42610,42910,668074
2015-4-24,15:00:00,43060,43350,43040,43230,462188
2015-4-27,15:00:00,43560,43980,43450,43770,698006
2015-4-28,15:00:00,43770,44150,43620,43770,621970
2015-4-29,15:00:00,43830,44060,43670,43760,571242
2015-4-30,15:00:00,43800,44290,43780,44250,578256
2015-5-4,15:00:00,45210,45790,45070,45710,508940
2015-5-5,15:00:00,45780,45910,45530,45710,424744
2015-5-6,15:00:00,45830,46340,45800,46110,712378
2015-5-7,15:00:00,46130,46140,45650,45810,482314
2015-5-8,15:00:00,45880,46010,45760,45950,412482
2015-5-11,15:00:00,45840,45980,45560,45750,434946
2015-5-12,15:00:00,45690,45890,45580,45810,308978
2015-5-13,15:00:00,46010,46350,45880,46230,398982
2015-5-14,15:00:00,46150,46240,45760,46030,406874
2015-5-15,15:00:00,46030,46090,45750,46030,316094
2015-5-18,15:00:00,45850,46160,45740,46080,339862
2015-5-19,15:00:00,45950,45960,45680,45690,370388
2015-5-20,15:00:00,45350,45360,44580,44730,670764
2015-5-21,15:00:00,44810,45150,44660,45080,383358
2015-5-22,15:00:00,45030,45220,44990,45050,309922
2015-5-25,15:00:00,44640,44670,44480,44660,346900
2015-5-26,15:00:00,44670,45090,44400,44440,502982
2015-5-27,15:00:00,44600,44600,43500,44330,519782
2015-5-28,15:00:00,44140,44380,43990,44270,553166
2015-5-29,15:00:00,44150,44320,43990,44310,398226
2015-6-1,15:00:00,44060,44150,43590,43660,469110
2015-6-2,15:00:00,43580,43810,43430,43690,391780
2015-6-3,15:00:00,43690,43860,43510,43530,362280
2015-6-4,15:00:00,43620,43660,43350,43410,387730
2015-6-5,15:00:00,43350,43440,42770,42810,518964
2015-6-8,15:00:00,42940,43250,42800,43170,372568
2015-6-9,15:00:00,43110,43340,43090,43250,259380
2015-6-10,15:00:00,43280,43500,43200,43350,269096
2015-6-11,15:00:00,43580,43740,43170,43220,316796
2015-6-12,15:00:00,43040,43050,42480,42480,481236
2015-6-15,15:00:00,42580,42810,42140,42200,350362
2015-6-16,15:00:00,42140,42350,41990,42130,372994
2015-6-17,15:00:00,42060,42060,41710,41780,339994
2015-6-18,15:00:00,41900,42190,41600,42060,366180
2015-6-19,15:00:00,41930,42040,41750,41790,401044
2015-6-23,15:00:00,41650,41950,41560,41870,231438
2015-6-24,15:00:00,41860,42230,41740,42150,411104
2015-6-25,15:00:00,42190,42300,41410,41850,553546
2015-6-26,15:00:00,41850,42510,41620,42260,564038
2015-6-29,15:00:00,42060,42650,41970,42560,748974
2015-6-30,15:00:00,42360,42490,42030,42120,552070
2015-7-1,15:00:00,42040,42300,41610,41990,545670
2015-7-2,15:00:00,42020,42490,41920,42230,370016
2015-7-3,15:00:00,42270,42480,42140,42390,370564
2015-7-6,15:00:00,42310,42320,40180,40760,834128
2015-7-7,15:00:00,40850,40870,39740,39810,810306
2015-7-8,15:00:00,39650,39650,37940,38080,1914418
2015-7-9,15:00:00,38640,40740,38640,40430,1340274
2015-7-10,15:00:00,40740,41150,40240,40310,964754
2015-7-13,15:00:00,40420,40570,39690,40050,640452
2015-7-14,15:00:00,40340,40520,40170,40180,475216
2015-7-15,15:00:00,40220,40640,40040,40630,486206
2015-7-16,15:00:00,40530,40600,40030,40540,604446
2015-7-17,15:00:00,40310,40510,40240,40360,356674
2015-7-20,15:00:00,39960,40150,39460,39680,652972
2015-7-21,15:00:00,39690,40070,39500,39940,447860
2015-7-22,15:00:00,39760,39950,38950,39020,642684
2015-7-23,15:00:00,39160,39330,38580,39030,707446
2015-7-24,15:00:00,38930,39070,37710,37850,990218
2015-7-27,15:00:00,38170,38600,37900,38060,793434
2015-7-28,15:00:00,37940,38190,37550,38090,707330
2015-7-29,15:00:00,38190,39420,38170,38850,888322
2015-7-30,15:00:00,38840,39050,38490,38590,626718
2015-7-31,15:00:00,38350,38640,38230,38280,558094
2015-8-3,15:00:00,38370,38700,37850,37900,735446
2015-8-4,15:00:00,37910,38280,37690,38190,690854
2015-8-5,15:00:00,38270,38400,37870,38110,443658
2015-8-6,15:00:00,38140,38180,37850,38050,419306
2015-8-7,15:00:00,37890,38080,37310,37930,744056
2015-8-10,15:00:00,37720,38060,37510,37940,574904
2015-8-11,15:00:00,37920,39500,37920,39010,1165422
2015-8-12,15:00:00,38640,39430,38480,39290,1097946
2015-8-13,15:00:00,39410,39890,39140,39500,816488
2015-8-14,15:00:00,39450,39500,39160,39190,480966
2015-8-17,15:00:00,39230,39430,38870,39070,495184
2015-8-18,15:00:00,38800,39010,38690,38690,450582
2015-8-19,15:00:00,38660,38660,38050,38630,693408
2015-8-20,15:00:00,38400,38700,38230,38510,558428
2015-8-21,15:00:00,38810,39100,38750,38810,591204
2015-8-24,15:00:00,38740,38820,37580,38180,1200346
2015-8-25,15:00:00,37890,38970,37790,38680,1256568
2015-8-26,15:00:00,39160,39430,38730,38740,871868
2015-8-27,15:00:00,38630,38900,38150,38770,788120
2015-8-28,15:00:00,38750,39680,38730,39270,842236
2015-8-31,15:00:00,39330,39570,39040,39210,599454
2015-9-1,15:00:00,39070,39510,38910,39160,532206
2015-9-2,15:00:00,39050,39220,38930,39020,387062
2015-9-7,15:00:00,39040,39390,38990,39350,291984
2015-9-8,15:00:00,39460,39520,39210,39490,458962
2015-9-9,15:00:00,39880,41510,39880,41120,1333460
2015-9-10,15:00:00,41150,41230,40680,41030,857194
