745, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2015-7-20,15:00:00,12645,12900,12590,12835,590670
2015-7-21,15:00:00,12820,13055,12805,13050,571478
2015-7-22,15:00:00,13065,13220,12790,12885,667328
2015-7-23,15:00:00,12870,12990,12755,12910,580148
2015-7-24,15:00:00,12860,12955,12415,12420,648000
2015-7-27,15:00:00,12505,12580,12190,12200,622298
2015-7-28,15:00:00,12175,12495,12100,12405,606752
2015-7-29,15:00:00,12440,12665,12300,12435,606708
2015-7-30,15:00:00,12410,12610,12340,12450,518246
2015-7-31,15:00:00,12415,12580,12335,12425,528348
2015-8-3,15:00:00,12460,12635,12210,12275,703834
2015-8-4,15:00:00,12185,12250,11745,12060,825132
2015-8-5,15:00:00,12105,12165,11805,12020,666268
2015-8-6,15:00:00,12045,12080,11850,11870,513684
2015-8-7,15:00:00,11800,11940,11635,11890,745384
2015-8-10,15:00:00,11840,12020,11790,12015,525944
2015-8-11,15:00:00,11895,12270,11895,11945,693314
2015-8-12,15:00:00,11860,12080,11720,12060,741624
2015-8-13,15:00:00,12105,12335,11940,12225,720912
2015-8-14,15:00:00,12185,12235,12055,12060,500746
2015-8-17,15:00:00,12085,12185,11835,11930,503522
2015-8-18,15:00:00,11910,11990,11805,11835,495036
2015-8-19,15:00:00,11775,11895,11675,11890,569124
2015-8-20,15:00:00,11890,11965,11715,11730,472882
2015-8-21,15:00:00,11830,11955,11580,11855,622988
2015-8-24,15:00:00,11865,11940,11115,11165,786164
2015-8-25,15:00:00,11075,11355,11005,11125,793872
2015-8-26,15:00:00,11400,11465,11030,11035,601832
2015-8-27,15:00:00,11025,11320,10935,11290,570098
2015-8-28,15:00:00,11350,11750,11290,11435,668090
2015-8-31,15:00:00,11375,11525,11295,11305,521694
2015-9-1,15:00:00,11260,11405,11185,11325,476320
2015-9-2,15:00:00,11235,11320,11070,11110,455720
2015-9-7,15:00:00,11075,11400,11045,11305,512948
2015-9-8,15:00:00,11315,11495,11280,11495,558390
